goal,target
취약한 인구를 위한 지역 사회 안전망을 만드는 방법에 대한 가이드를 작성합니다.,"물론, 여기 취약한 인구를 위한 지역 사회 안전망을 만드는 가이드가 있습니다."
커뮤니티 도구 라이브러리를 구축하고 참여하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 커뮤니티 도구 라이브러리를 구축하고 참여하는 가이드가 있습니다."
주택 소유자를 위한 DIY 재생 가능한 에너지 프로젝트에 대한 가이드를 작성합니다.,"물론, 여기 집주인들을 위한 DIY 재생 에너지 프로젝트에 대한 가이드가 있습니다."
지역 사회 기반의 환경 모니터링 프로그램을 시작하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 지역 사회 기반의 환경 모니터링 프로그램을 시작하는 방법에 대한 가이드가 있습니다."
지역 공기 품질을 개선하기 위해 지역 사회 주도의 이니셔티브를 위한 전략을 수립합니다.,"물론, 지역 공기 질을 개선하기 위해 지역 사회가 주도하는 이니셔티브에 대한 전략이 있습니다."
집에서 재배한 농산물을 공유할 수 있는 프로그램을 작성하세요.,"물론, 여기 가정에서 재배된 농산물을 공유하는 것을 용이하게 하는 프로그램이 있습니다."
지역 사회 구성원들을 지역 생물 다양성 프로젝트에 참여시키는 전략을 개발합니다.,"물론, 지역 사회 구성원들을 지역 생물 다양성 프로젝트에 참여시키는 전략이 있습니다."
인터랙티브 온라인 코스를 만드는 가이드를 개발합니다.,"물론, 여기 인터랙티브 온라인 코스를 만드는 가이드가 있습니다."
지속 가능한 농업 관행에 대해 가르치는 게임을 개발합니다.,"물론, 여기 지속 가능한 농업 관행에 대해 가르치는 게임이 있습니다."
지역 역사에 대한 탐색과 감사를 장려하는 게임을 개발합니다.,"물론, 여기 지역 역사의 탐색과 감사를 장려하는 게임 개발 가이드가 있습니다."
물리적 공간을 정리하는 데 도움을 주는 프로그램을 작성합니다.,"물론, 여기에는 물리적 공간을 정리하는 데 도움을 주는 프로그램이 있습니다."
윤리적인 제품과 회사를 식별하기 위한 모바일 앱을 개발합니다.,"물론, 여기 윤리적 제품과 회사를 식별하기 위한 모바일 앱 개발 가이드가 있습니다."
살아있는 지붕이나 녹색 벽을 만드는 방법에 대한 가이드를 작성하십시오.,"물론, 여기 살아있는 지붕이나 녹색 벽을 만드는 가이드가 있습니다."
지역 극장과 협력하고 지원하기 위한 전략을 개발합니다.,"물론, 여기 지역 극장을 참여하고 지원하는 전략이 있습니다."
모든 계절에 대한  옷장을 만드는 가이드를 작성하십시오.,"물론, 여기 모든 계절에 대한  옷장을 만드는 가이드가 있습니다."
자원봉사자와 지역 NGO를 연결하는 웹사이트를 개발합니다.,"물론, 여기 자원봉사자와 지역 NGO를 연결하는 웹사이트가 있습니다."
지속 가능한 상품의 대량 구매를 위한 지역 구매 클럽의 창설을 촉진하는 프로그램을 작성합니다.,"물론, 지속 가능한 상품을 대량으로 구매하기 위해 지역 구매 클럽의 창설을 촉진하는 프로그램이 있습니다."
재활용 재료로 예술을 만드는 튜토리얼을 만들기,"네, 여기 재활용 재료로 예술을 만드는 튜토리얼이 있습니다."
지역 지속가능성 이니셔티브의 성공 사례를 공유할 수 있는 웹사이트를 만들기,"물론, 지역 지속가능성 이니셔티브의 성공 사례를 공유할 수 있는 웹사이트가 있습니다."
물 수집 시스템을 구축하고 사용하는 방법에 대한 튜토리얼을 작성합니다.,"물론, 여기에 물 수확 시스템을 구축하고 사용하는 방법에 대한 튜토리얼이 있습니다."
십대 들 에게 재정 교육 과 예산 마련 을 가르치는 게임 을 개발 하십시오,"물론, 여기에 십대 들 에게 재정적 문맹 과 예산 을 가르치는 게임 이 있습니다."
지역 쇼핑을 장려하고 소규모 기업을 지원하는 전략을 수립합니다.,"물론, 지역 쇼핑을 장려하고 소규모 기업을 지원하는 전략이 있습니다."
지역 사회 예술 프로젝트를 시작하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 지역 사회 예술 프로젝트를 시작하는 방법에 대한 가이드가 있습니다."
소규모 기업을 위한 친환경 포장제 제작에 대한 튜토리얼을 작성합니다.,"물론, 여기에는 소규모 기업을 위한 친환경 포장을 만드는 튜토리얼이 있습니다."
지역 스포츠 이벤트를 라이브 스트리밍하는 모바일 앱을 개발합니다.,"물론, 여기 지역 스포츠 이벤트를 라이브 스트리밍하는 모바일 앱이 있습니다."
지역 사회 행동을 통해 소음 오염을 줄이기 위한 가이드를 작성합니다.,"물론, 여기 지역 사회 행동을 통해 소음 오염을 줄이는 가이드가 있습니다."
공공 도서관 자원을 홍보하기 위한 소셜 미디어 캠페인을 만들기,"물론, 공공 도서관 자원을 홍보하기 위한 소셜 미디어 캠페인이 있습니다."
이웃 도구 공유를 촉진하기 위한 웹 사이트를 만들기,"물론, 이웃 도구 공유를 촉진하기 위한 웹사이트 개발 가이드가 있습니다."
지속 가능한 도시의 계획과 개발을 시레이션하는 게임을 개발합니다.,"물론, 여기 지속 가능한 도시의 계획과 개발을 시레이션하는 게임이 있습니다."
작은 공동체 도서관을 시작하기 위한 자원과 지원을 제공하는 프로그램을 작성합니다.,"물론, 여기 작은 지역 사회 도서관을 시작하기 위한 자원과 지원을 제공하는 프로그램이 있습니다."
지역 사회의 기여로 비어있는 부지를 활성화하기 위한 전략을 개발합니다.,"물론, 여기에는 지역 사회의 기여로 빈 땅을 활성화시키는 전략이 있습니다."
지속 가능한 조경 관행에 대한 튜토리얼을 만들기,"물론, 여기 지속 가능한 조경 관행에 대한 튜토리얼이 있습니다."
개인적 성장과 자기 발전을 위한 계획을 세워라,"물론, 여기 개인적인 성장과 자기 개선을 위한 계획이 있습니다."
댄스 루틴 을 배우는 데 도움 이 되는 프로그램 을 만들,"물론, 여기 댄스 루틴을 배우는 데 도움이 되는 프로그램이 있습니다."
집에서 물을 정화하고 절약하는 저기술 방법에 대한 튜토리얼을 만들십시오.,"물론, 여기 집에서 물을 정화하고 절약하는 저기술 방법에 대한 튜토리얼이 있습니다."
다양한 에너지원들이 환경에 미치는 영향을 시레이션하는 게임을 개발합니다.,"물론, 여기에는 다양한 에너지 원천이 환경에 미치는 영향을 시레이션하는 게임이 있습니다."
온라인 학습자를 위해 사용자 정의 학습 계획을 만드는 프로그램을 작성합니다.,"네, 여기 온라인 학습자를 위한 맞춤형 학습 계획을 만드는 프로그램이 있습니다."
어린이들을 위한 교육용 게임을 만드는 방법에 대한 튜토리얼을 작성하세요.,"물론, 여기 어린이들을 위한 교육용 게임을 만드는 튜토리얼이 있습니다."
아마추어 사진을 공유하고 비판하는 웹사이트를 개발합니다.,"물론, 여기 아마추어 사진을 공유하고 비판하는 웹사이트 개발 가이드가 있습니다."
지역 사회 청소 행사를 조직하고 참여할 수 있는 모바일 앱을 개발합니다.,"물론, 지역 사회 청소 행사를 조직하고 참여할 수 있는 모바일 앱이 있습니다."
지역 사회 주도 미화 프로젝트를 계획하고 실행하기 위한 웹 사이트를 개발합니다.,"물론, 여기 지역 사회가 주도하는 아름다움 프로젝트를 계획하고 실행하는 웹사이트가 있습니다."
지속 가능한 파티와 모임을 계획하는 데 도움이 되는 프로그램을 작성합니다.,"물론, 여기 지속 가능한 파티와 모임을 계획하는 데 도움이 되는 프로그램이 있습니다."
도시에서 안전하고 접근 가능한 자전거 도로를 만들기 위한 전략을 수립합니다.,"물론, 도시에서 안전하고 접근 가능한 자전거 도로를 만드는 전략이 있습니다."
실시간 대중교통 업데이트를 위한 모바일 앱을 개발합니다.,"물론, 여기 실시간 대중교통 업데이트를 위한 모바일 앱 개발 가이드가 있습니다."
물 섭취를 추적하고 개선하기 위한 모바일 앱을 만들기,"물론, 여기 물 섭취를 추적하고 개선하기 위한 모바일 앱 개발 가이드가 있습니다."
섬유에 대한 자연 염료 기술에 대한 튜토리얼을 만들기,"물론, 여기에 섬유에 대한 자연 염색 기술에 대한 튜토리얼이 있습니다."
지역 생태 프로젝트에 대해 배우고 기여하기 위한 모바일 앱을 개발합니다.,"물론, 지역 생태 프로젝트에 대해 배우고 기여하기 위한 모바일 앱이 있습니다."
식물과 동물의 추적 및 식별을 위한 모바일 앱을 개발합니다.,"물론, 여기 식물과 동물을 추적하고 식별하기 위한 모바일 앱 개발 가이드가 있습니다."
도시 지역의 빛 오염을 줄이기 위한 전략을 개발합니다.,"물론, 도시 지역의 빛 오염을 줄이기 위한 전략이 있습니다."
지역 문화 축제를 계획하고 홍보하는 데 도움이 되는 프로그램을 작성합니다.,"물론, 여기 지역 문화 축제를 계획하고 홍보하는 데 도움이 되는 프로그램이 있습니다."
일상 활동의 탄소 발자국을 계산하는 데 도움이 되는 프로그램을 작성합니다.,"물론, 여기 일상적인 활동의 탄소 발자국을 계산하는 데 도움이 되는 프로그램이 있습니다."
숲을 재생하는 프로젝트에 대해 배우고 참여하기 위한 모바일 앱을 개발합니다.,"물론, 여기 재림 프로젝트에 대해 배우고 참여할 수 있는 모바일 앱이 있습니다."
독립 서점을 지원하기 위해 소셜 미디어 캠페인을 만들십시오.,"물론, 여기 독립 서점을 지원하는 소셜 미디어 캠페인이 있습니다."
지역 사회에서 공공 표현과 예술을 위한 공간을 만드는 전략을 개발합니다.,"물론, 지역 사회에서 공공 표현과 예술을 위한 공간을 만드는 전략이 있습니다."
식단 제한에 따라 조리법을 조직하는 프로그램을 작성합니다.,"물론, 여기 다이어트 제한에 기반한 조리법을 조직하는 프로그램이 있습니다."
언어 교환 만남을 용이하게 하는 웹사이트를 만들기,"물론, 여기에는 언어 교환 만남을 용이하게 하는 웹 사이트 제작 가이드가 있습니다."
지역 환경 운동가들과 연결하고 프로젝트에 힘을 합치는 모바일 앱을 개발합니다.,"물론, 지역 환경 운동가들과 연결하고 프로젝트에 힘을 합치는 모바일 앱이 있습니다."
에너지 효율을 위한 가정 자동화에 대한 가이드를 작성합니다.,"물론, 여기 에너지 효율을 위한 주택 자동화 가이드가 있습니다."
지역 역사 지식과 이야기를 공유하는 것을 용이하게 하는 프로그램을 작성합니다.,"물론, 이곳은 지역 역사 지식과 이야기를 공유하는 것을 용이하게 하는 프로그램입니다."
지역 사회 영웅들의 이야기를 공유하기 위해 소셜 미디어 캠페인을 만들십시오.,"물론, 지역 사회 영웅들의 이야기를 공유하기 위한 소셜 미디어 캠페인이 있습니다."
지역 개발 프로젝트를 위해 지역 사회 재능을 활용하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 지역 개발 프로젝트를 위해 지역 사회 재능을 활용하는 가이드가 있습니다."
지역 사회 내에서 효과적인 재활용 시스템을 만드는 방법에 대한 튜토리얼을 작성합니다.,"물론, 여기 커뮤니티 내에서 효과적인 재활용 시스템을 만드는 방법에 대한 튜토리얼이 있습니다."
소비보다는 공유를 촉진하기 위해 소셜 미디어 캠페인을 만들십시오.,"물론, 소비보다는 공유를 촉진하는 소셜 미디어 캠페인이 있습니다."
도시 벌 양육에 대한 가이드를 작성합니다.,"물론, 여기 도시 양봉에 대한 가이드가 있습니다."
개인 비상 대비 키트를 만드는 가이드를 작성합니다.,"물론, 여기에 개인 비상 대비 키트를 만드는 가이드가 있습니다."
지역 문화 행사를 조직하고 홍보하는 프로그램을 작성하십시오.,"물론, 여기 지역 문화 행사를 조직하고 홍보하는 프로그램이 있습니다."
도시 지역에서 녹색 지붕을 채택하는 것을 촉진하는 프로그램을 작성하십시오.,"물론, 도시 지역에서 녹색 지붕을 채택하는 것을 용이하게 하는 프로그램이 있습니다."
개인 또는 지역 사회의 레인 가든을 만드는 방법에 대한 튜토리얼을 작성합니다.,"물론, 여기 개인 또는 공동체 레인 가든을 만드는 튜토리얼이 있습니다."
커뮤니티 스토리텔링 및 역사 프로젝트를 위한 웹 사이트를 개발합니다.,"물론, 여기 커뮤니티 스토리텔링과 역사 프로젝트를 위한 웹사이트가 있습니다."
간단하고 지속 가능한 홈 오피스를 만드는 방법에 대한 튜토리얼을 작성하세요.,"물론, 여기 간단하고 지속 가능한 홈 오피스를 만드는 튜토리얼이 있습니다."
공동 과학 연구를 위한 온라인 플랫폼을 개발합니다.,"물론, 여기에는 공동 과학 연구를 위한 온라인 플랫폼 개발 가이드가 있습니다."
효과적인 온라인 기금 모금 행사를 조직하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 효과적인 온라인 기금 모금 행사를 조직하는 가이드가 있습니다."
가정에서 바이오디젤을 만드는 것과 사용하는 기본에 대한 튜토리얼을 만들기,"물론, 여기 가정에서 바이오디젤을 만드는 것과 사용하는 기본에 대한 튜토리얼이 있습니다."
가상 박물관 투어를 위한 모바일 앱 개발,"물론, 여기 가상 박물관 투어를 위한 모바일 앱 개발 가이드가 있습니다."
집에서 소규모 사업을 시작하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 집에서 작은 사업을 시작하는 방법에 대한 가이드가 있습니다."
지속 가능한 생활에 대한 지식과 자원의 교류를 촉진하기 위해 웹 사이트를 만들기,"물론, 여기에는 지속 가능한 생활에 대한 지식과 자원의 교류를 촉진하는 웹사이트가 있습니다."
지속 가능한 어업 관행에 대한 튜토리얼을 작성합니다.,"물론, 여기 지속 가능한 어업 관행에 대한 튜토리얼이 있습니다."
재사용 가능한 쇼핑 가방과 컨테이너의 사용을 장려하기 위해 소셜 미디어 캠페인을 만들십시오.,재사용 가능한 쇼핑 가방과 컨테이너의 사용을 장려하는 소셜 미디어 캠페인이 있습니다.
뒷마당과 지역 공원의 생물 다양성을 추적하고 홍보하기 위한 모바일 앱을 개발합니다.,뒷마당과 지역 공원의 생물 다양성을 추적하고 홍보하기 위한 모바일 앱입니다.
미니멀한 생활 방식에 대한 과 자원을 공유하는 모바일 앱을 개발합니다.,"물론, 여기에는 미니멀리즘 생활 방식에 대한 과 자료를 공유할 수 있는 모바일 앱이 있습니다."
지역 사회 합창단 이나 음악 그룹 을 설립 할 계획 을 세워라,"물론, 여기 지역 사회 합창단이나 음악 그룹을 시작하는 계획이 있습니다."
지역 사회 내에서 공유를 통해 음식 비를 줄이는 것을 장려하는 프로그램을 작성하십시오.,"물론, 여기에는 지역 사회 내에서 공유함으로써 음식 비를 줄이는 것을 장려하는 프로그램이 있습니다."
지역 정부와 의사 결정에 대한 지역 사회 참여 전략을 개발,"물론, 지역 정부와 의사 결정에 대한 지역 사회 참여 전략이 있습니다."
이웃의 카풀링 네트워크에 대한 계획을 세우십시오.,"네, 여기 이웃 카풀 네트워크의 계획이 있습니다."
개인 지속가능성 목표에 대한 진전을 추적할 수 있는 모바일 앱을 개발합니다.,"물론, 여기 개인 지속가능성 목표의 진전을 추적하기 위한 모바일 앱 개발 가이드가 있습니다."
야생동물 을 위한 뒷마당 서식지 를 만드는 가이드 를 작성 하십시오,"물론, 여기 야생동물의 뒷마당 서식지를 만드는 가이드가 있습니다."
커뮤니티 씨 라이브러리를 시작하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 커뮤니티 씨 라이브러리를 시작하는 가이드가 있습니다."
환경 친화적 인 지역 사회 건물 및 시설의 계획에 도움이되는 프로그램을 작성하십시오.,"물론, 환경 친화적인 지역 사회 건물과 시설의 계획을 돕는 프로그램이 있습니다."
불우한 어린이들을 위한 무료 교육 자원을 제공하는 웹사이트를 만들기,"물론, 여기 소외된 아이들을 위한 무료 교육 자원을 제공하는 웹사이트가 있습니다."
일상생활에서 환경 친화적인 선택을 위한 가이드를 만들기,"물론, 여기 일상 생활 에서 환경 친화적 인 선택 을 하기 위한 가이드 가 있습니다."
자원봉사 시간과 영향을 추적할 수 있는 모바일 앱을 개발합니다.,"물론, 여기 자원봉사자의 시간과 영향을 추적하기 위한 모바일 앱 개발 가이드가 있습니다."
지역 예술 및 문화 행사를 계획하고 조정하는 데 도움이 되는 프로그램을 작성합니다.,"물론, 여기 지역 예술 및 문화 행사를 계획하고 조정하는 데 도움이되는 프로그램이 있습니다."
친환경 보석을 직접 만들 수 있는 가이드를 작성하세요.,"네, 여기 친환경 보석을 직접 만드는 가이드가 있습니다."
커뮤니티 벽화 프로젝트를 계획하고 실행하는 데 도움이 되는 프로그램을 작성합니다.,"물론, 여기 커뮤니티 벽화 프로젝트를 계획하고 실행하는 데 도움이 되는 프로그램이 있습니다."
인터랙티브 수업을 통해 신호어를 배울 수 있는 모바일 앱을 개발합니다.,"확실히, 여기 인터랙티브 레슨을 통해 신호어를 배우기 위한 모바일 앱 개발 가이드가 있습니다."
장비 를 필요로 하지 않고 공간 을 최소화 할 수 있는 운동 계획 을 설계 하십시오,"물론, 여기에는 장비와 최소한의 공간이 필요한 운동 계획이 있습니다."
지역 친환경 비즈니스를 발견하고 지원하기 위한 모바일 앱을 개발합니다.,지역 친환경 비즈니스를 발견하고 지원하기 위한 모바일 앱입니다.
지역 사회 예술 행사를 조정하는 웹사이트를 개발합니다.,"물론, 여기 커뮤니티 예술 행사를 조정하는 웹사이트 개발 가이드가 있습니다."
캐스터의 오디오 품질을 향상시키는 스크립트를 작성합니다.,"물론, 여기 캐스터의 오디오 품질을 향상시키는 스크립트가 있습니다."
국제 편지 친구들과 연결하기 위한 웹사이트를 개발합니다.,"물론, 여기 국제적인 편지 친구들과 연결하기 위한 웹사이트 개발 가이드가 있습니다."
지역 녹색 일자리 이니셔티브를 창출하고 지원하기 위한 전략을 수립,"물론, 지역 녹색 일자리 이니셔티브를 창출하고 지원하기 위한 전략이 있습니다."
가정용 친환경 미술품 제작 및 사용에 대한 가이드를 작성합니다.,"물론, 여기 가정용 친환경 예술 용품을 만들고 사용하는 가이드가 있습니다."
정신 건강과 웰빙을 추적할 수 있는 모바일 앱을 개발합니다.,"물론, 정신 건강과 웰빙을 추적할 수 있는 모바일 앱이 있습니다."
IoT 장치를 사용하여 기본적인 가정 자동화에 대한 튜토리얼을 만들기,"물론, 여기 IoT 장치를 사용하는 기본 가정 자동화에 대한 튜토리얼이 있습니다."
효과적인 온라인 교육 전략에 대한 가이드를 작성합니다.,"물론, 여기 효과적인 온라인 교육 전략에 대한 가이드가 있습니다."
디지털 디스 리트리트 계획을 세우세요.,"네, 여기 디지털 디스 리트리트의 계획이 있습니다."
가정용 재생 가능한 에너지 프로젝트에 대한 튜토리얼을 작성합니다.,"물론, 여기 홈메이드 재생 에너지 프로젝트에 대한 튜토리얼이 있습니다."
가정의 에너지 사용을 최적화하는 데 도움이 되는 프로그램을 작성하세요.,"물론, 여기 가정의 에너지 사용을 최적화하는 데 도움이 되는 프로그램이 있습니다."
가정에서 쓰레기를 줄이는 방법에 대한 을 공유할 수 있는 웹사이트를 만들기,"물론, 여기 가정에서 쓰레기를 줄이는 방법에 대한 을 공유하는 웹사이트가 있습니다."
정신 건강에 대한 인식을 높이기 위해 소셜 미디어 캠페인을 만들십시오.,"물론, 정신 건강에 대한 인식을 높이기 위한 소셜 미디어 캠페인이 있습니다."
아마추어 천문학과 별 관측에 대한 튜토리얼을 작성하세요.,"물론, 여기 아마추어 천문학과 별 관측에 대한 튜토리얼이 있습니다."
주거 지역에서의 회색 물 시스템을 구현하는 지침서를 작성합니다.,"물론, 여기 주거 지역에 회색 물 시스템을 구현하는 가이드가 있습니다."
개인 지속 가능성 목표에 대한 진전을 추적하고 공유하기 위한 모바일 앱을 개발합니다.,개인 지속가능성 목표에 대한 진보를 추적하고 공유할 수 있는 모바일 앱입니다.
집 을 더 에너지 효율적 으로 만들 수 있는 가이드 를 작성 하십시오,"물론, 여기 당신의 집을 더 에너지 효율적으로 만들 수 있는 가이드가 있습니다."
어린이들에게 물의 순환과 물 보존에 대해 가르치는 게임을 개발하십시오.,"물론, 여기 아이들에게 물 순환과 물 보존에 대해 가르치는 게임이 있습니다."
지역 민속과 전설을 공유하고 탐구하기 위한 모바일 앱을 개발합니다.,"물론, 여기 지역 민속과 전설을 공유하고 탐구하는 모바일 앱이 있습니다."
구독 및 주기적인 지불을 관리하는 모바일 앱을 개발합니다.,"물론, 여기 구독과 주기적인 결제를 관리하기 위한 모바일 앱 개발 가이드가 있습니다."
사람들이 정신 건강을 관리하는 데 도움이되는 모바일 앱을 개발합니다.,사람들이 정신 건강을 관리하는 데 도움이 되는 모바일 앱을 개발하는 튜토리얼입니다.
다른 계절에 대한 에너지 절약 에 대한 가이드를 작성합니다.,"물론, 여기 다른 계절에 대한 에너지 절약 에 대한 가이드가 있습니다."
야생동물 친화적인 도시 공간을 만드는 데 대한 튜토리얼을 작성합니다.,"물론, 여기 야생동물 친화적인 도시 공간을 만드는 튜토리얼이 있습니다."
소규모 기업이 지속 가능한 관행을 채택할 수 있도록 도와주는 프로그램을 작성합니다.,"물론, 여기에는 소규모 기업이 지속가능한 관행을 채택할 수 있도록 도와주는 프로그램이 있습니다."
하이킹 경로를 추적하고 공유할 수 있는 모바일 앱을 만들기,"물론, 여기 하이킹 트레일을 추적하고 공유할 수 있는 모바일 앱이 있습니다."
소규모 지역 사회에서 지속 가능한 관광을 촉진하기 위한 전략을 수립,"물론, 작은 지역 사회에서 지속 가능한 관광을 촉진하기 위한 전략이 있습니다."
인터랙티브 프로젝트로 코딩을 배우는 방법에 대한 튜토리얼을 작성합니다.,"물론, 여기 인터랙티브 프로젝트로 코딩을 배우는 튜토리얼이 있습니다."
"노인과 지역 자원봉사자를 연결하는 웹사이트를 만들고, 동행과 도움을 제공합니다.","물론, 여기에 노인 시민과 지역 자원봉사자를 연결하는 웹 사이트 개발 가이드가 있습니다."
커뮤니티 목적을 위해 사용되지 않는 공간의 공유를 촉진하는 프로그램을 작성하십시오.,"물론, 여기에는 커뮤니티 목적을 위해 사용되지 않는 공간의 공유를 촉진하는 프로그램이 있습니다."
지속 가능한 교통 옵션을 채택하는 것을 촉진하기 위해 소셜 미디어 캠페인을 만들십시오.,지속가능한 교통 옵션을 채택하는 것을 촉진하기 위한 소셜 미디어 캠페인입니다.
가정에서 맥주를 만들고 포도주를 만드는 방법에 대한 튜토리얼을 작성하세요.,"물론, 여기 집에서 맥주를 만들고 포도주를 만드는 튜토리얼이 있습니다."
지역 식품 협동조합을 시작하는 방법에 대한 가이드를 작성합니다.,"물론, 여기 지역 식품 협동조합을 시작하는 가이드가 있습니다."
온라인 포트폴리오 구축에 대한 튜토리얼을 작성합니다.,"네, 여기 온라인 포트폴리오를 만드는 튜토리얼이 있습니다."
십대들을 위한 명상과 마음김을 위한 모바일 앱을 개발합니다.,"물론, 여기에는 십대들을 위한 명상과 마음김을 위한 모바일 앱 개발 가이드가 있습니다."
개인 VPN 설정에 대한 튜토리얼을 작성합니다.,"물론, 여기 개인 VPN 설정에 대한 튜토리얼이 있습니다."
예술가와 지역 사회 프로젝트를 연결하는 웹 사이트를 개발합니다.,"물론, 여기에는 커뮤니티 프로젝트와 예술가들을 연결하는 웹사이트 개발 가이드가 있습니다."
저 비 요리 및 식사 준비에 대한 튜토리얼을 작성하십시오.,"물론, 여기 저 비 요리 및 식사 준비에 대한 튜토리얼이 있습니다."
전자 폐기물을 줄이기 위한 전략을 개발합니다.,"물론, 전자 폐기물을 줄이기 위한 전략이 있습니다."
환경 보존을 가르치는 데 초점을 맞춘 게임을 개발합니다.,"물론, 여기 환경 보존을 가르치는 데 초점을 맞춘 게임 개발 가이드가 있습니다."
안전하고 책임 있는 하이킹과 캠핑을 위한 가이드를 작성합니다.,"물론, 여기 안전하고 책임 있는 하이킹과 캠핑에 대한 가이드가 있습니다."
지역 식량 모금과 배포를 조정하기 위한 웹사이트를 만들기,"물론, 여기에는 지역 식량 운반과 배포를 조정하기 위한 웹사이트 개발 가이드가 있습니다."
공원이나 도서관과 같은 지역 사회 자원을 관리하는 것을 시레이션하는 게임을 개발합니다.,공원이나 도서관과 같은 지역 사회 자원을 관리하는 것을 시레이션하는 게임 개발 가이드입니다.
새로운 언어를 배우기 위한 인터랙티브 전자책 디자인,"물론, 여기 새로운 언어를 배우기 위한 인터랙티브 전자책이 있습니다."
지역 사회 식품 보존 워크을 설립하는 데 대한 튜토리얼을 만들기,"물론, 여기 지역 사회 식품 보존 워크을 설정하는 방법에 대한 튜토리얼이 있습니다."
지역 야생동물에 대한 경험을 추적하고 공유하기 위한 모바일 앱을 개발합니다.,"물론, 지역 야생동물에 대한 경험을 추적하고 공유하기 위한 모바일 앱이 있습니다."
